country,continent,year,life_expectancy,population_millions,gdp_per_capita
Saudi Arabia,Asia,1982,63.012,1.1254672e-05,33693.17525
Saudi Arabia,Asia,1987,66.295,1.4619745e-05,21198.26136
Saudi Arabia,Asia,1992,68.768,1.6945857e-05,24841.61777
Saudi Arabia,Asia,1997,70.533,2.1229759000000002e-05,20586.69019
Saudi Arabia,Asia,2002,71.626,2.4501529999999998e-05,19014.54118
Saudi Arabia,Asia,2007,72.777,2.7601038e-05,21654.83194
Senegal,Africa,1952,37.278,2.7555890000000003e-06,1450.356983
Senegal,Africa,1957,39.329,3.054547e-06,1567.653006
Senegal,Africa,1962,41.454,3.430243e-06,1654.988723
Senegal,Africa,1967,43.563,3.965841e-06,1612.404632
Senegal,Africa,1972,45.815,4.588696e-06,1597.712056
Senegal,Africa,1977,48.879,5.260855e-06,1561.769116
Senegal,Africa,1982,52.379,6.147783000000001e-06,1518.479984
Senegal,Africa,1987,55.769,7.171347e-06,1441.72072
Senegal,Africa,1992,58.196,8.307919999999999e-06,1367.899369
Senegal,Africa,1997,60.187,9.535314e-06,1392.368347
Senegal,Africa,2002,61.6,1.0870037e-05,1519.635262
Senegal,Africa,2007,63.062,1.2267493e-05,1712.472136
Serbia,Europe,1952,57.996,6.860147000000001e-06,3581.459448
Serbia,Europe,1957,61.685,7.2711350000000005e-06,4981.090891
Serbia,Europe,1962,64.531,7.61606e-06,6289.629157
Serbia,Europe,1967,66.914,7.971222e-06,7991.707066
Serbia,Europe,1972,68.7,8.313288e-06,10522.06749
Serbia,Europe,1977,70.3,8.686367e-06,12980.66956
Serbia,Europe,1982,70.162,9.032824e-06,15181.0927
Serbia,Europe,1987,71.218,9.230783e-06,15870.87851
Serbia,Europe,1992,71.659,9.826397e-06,9325.068238
Serbia,Europe,1997,72.232,1.0336594e-05,7914.320304
Serbia,Europe,2002,73.213,1.0111559e-05,7236.075251
Serbia,Europe,2007,74.002,1.0150265e-05,9786.534714
Sierra Leone,Africa,1952,30.331,2.143249e-06,879.7877358
Sierra Leone,Africa,1957,31.57,2.295678e-06,1004.484437
Sierra Leone,Africa,1962,32.767,2.4678949999999998e-06,1116.639877
Sierra Leone,Africa,1967,34.113,2.66219e-06,1206.043465
Sierra Leone,Africa,1972,35.4,2.879013e-06,1353.759762
Sierra Leone,Africa,1977,36.788,3.140897e-06,1348.285159
Sierra Leone,Africa,1982,38.445,3.4645220000000002e-06,1465.010784
Sierra Leone,Africa,1987,40.006,3.868905e-06,1294.447788
Sierra Leone,Africa,1992,38.333,4.260884e-06,1068.696278
Sierra Leone,Africa,1997,39.897,4.578212e-06,574.6481576
Sierra Leone,Africa,2002,41.012,5.359092000000001e-06,699.489713
Sierra Leone,Africa,2007,42.568,6.144562e-06,862.5407561
Singapore,Asia,1952,60.396,1.127e-06,2315.138227
Singapore,Asia,1957,63.179,1.445929e-06,2843.104409
Singapore,Asia,1962,65.798,1.7502e-06,3674.735572
Singapore,Asia,1967,67.946,1.9776e-06,4977.41854
Singapore,Asia,1972,69.521,2.1524e-06,8597.756202
Singapore,Asia,1977,70.795,2.3253e-06,11210.08948
Singapore,Asia,1982,71.76,2.651869e-06,15169.16112
Singapore,Asia,1987,73.56,2.794552e-06,18861.53081
Singapore,Asia,1992,75.788,3.235865e-06,24769.8912
Singapore,Asia,1997,77.158,3.802309e-06,33519.4766
Singapore,Asia,2002,78.77,4.197776e-06,36023.1054
Singapore,Asia,2007,79.972,4.553009e-06,47143.17964
Slovak Republic,Europe,1952,64.36,3.558137e-06,5074.659104
Slovak Republic,Europe,1957,67.45,3.844277e-06,6093.26298
Slovak Republic,Europe,1962,70.33,4.237384e-06,7481.107598
Slovak Republic,Europe,1967,70.98,4.442237999999999e-06,8412.902397
Slovak Republic,Europe,1972,70.35,4.593433e-06,9674.167626
Slovak Republic,Europe,1977,70.45,4.8278030000000005e-06,10922.66404
Slovak Republic,Europe,1982,70.8,5.048043e-06,11348.54585
Slovak Republic,Europe,1987,71.08,5.1993179999999996e-06,12037.26758
Slovak Republic,Europe,1992,71.38,5.302888e-06,9498.467723
Slovak Republic,Europe,1997,72.71,5.38301e-06,12126.23065
Slovak Republic,Europe,2002,73.8,5.4100520000000005e-06,13638.77837
Slovak Republic,Europe,2007,74.663,5.447502e-06,18678.31435
Slovenia,Europe,1952,65.57,1.489518e-06,4215.041741
Slovenia,Europe,1957,67.85,1.53307e-06,5862.276629
Slovenia,Europe,1962,69.15,1.582962e-06,7402.303395
Slovenia,Europe,1967,69.18,1.646912e-06,9405.489397
Slovenia,Europe,1972,69.82,1.6945099999999999e-06,12383.4862
Slovenia,Europe,1977,70.97,1.746919e-06,15277.03017
Slovenia,Europe,1982,71.063,1.8612519999999998e-06,17866.72175
Slovenia,Europe,1987,72.25,1.94587e-06,18678.53492
Slovenia,Europe,1992,73.64,1.99921e-06,14214.71681
Slovenia,Europe,1997,75.13,2.011612e-06,17161.10735
Slovenia,Europe,2002,76.66,2.011497e-06,20660.01936
Slovenia,Europe,2007,77.926,2.009245e-06,25768.25759
Somalia,Africa,1952,32.978,2.5269940000000004e-06,1135.749842
Somalia,Africa,1957,34.977,2.780415e-06,1258.147413
Somalia,Africa,1962,36.981,3.080153e-06,1369.488336
Somalia,Africa,1967,38.977,3.428839e-06,1284.73318
Somalia,Africa,1972,40.973,3.840161e-06,1254.576127
Somalia,Africa,1977,41.974,4.353666e-06,1450.992513
Somalia,Africa,1982,42.955,5.828892e-06,1176.807031
Somalia,Africa,1987,44.501,6.921858000000001e-06,1093.244963
Somalia,Africa,1992,39.658,6.099799e-06,926.9602964
Somalia,Africa,1997,43.795,6.633514e-06,930.5964284
Somalia,Africa,2002,45.936,7.75331e-06,882.0818218
Somalia,Africa,2007,48.159,9.118773e-06,926.1410683
South Africa,Africa,1952,45.009,1.4264934999999999e-05,4725.295531
South Africa,Africa,1957,47.985,1.6151549e-05,5487.104219
South Africa,Africa,1962,49.951,1.8356657e-05,5768.729717
South Africa,Africa,1967,51.927,2.0997321e-05,7114.477971
South Africa,Africa,1972,53.696,2.393581e-05,7765.962636
South Africa,Africa,1977,55.527,2.7129932e-05,8028.651439
South Africa,Africa,1982,58.161,3.1140028999999996e-05,8568.266228
South Africa,Africa,1987,60.834,3.5933379e-05,7825.823398
South Africa,Africa,1992,61.888,3.9964159e-05,7225.069258
South Africa,Africa,1997,60.236,4.2835005e-05,7479.188244
South Africa,Africa,2002,53.365,4.4433622e-05,7710.946444
South Africa,Africa,2007,49.339,4.3997828e-05,9269.657808
Spain,Europe,1952,64.94,2.8549869999999997e-05,3834.034742
Spain,Europe,1957,66.66,2.9841614e-05,4564.80241
Spain,Europe,1962,69.69,3.1158061e-05,5693.843879
Spain,Europe,1967,71.44,3.2850275000000005e-05,7993.512294
Spain,Europe,1972,73.06,3.451316099999999e-05,10638.75131
Spain,Europe,1977,74.39,3.6439e-05,13236.92117
Spain,Europe,1982,76.3,3.798331e-05,13926.16997
Spain,Europe,1987,76.9,3.8880702e-05,15764.98313
Spain,Europe,1992,77.57,3.9549438e-05,18603.06452
Spain,Europe,1997,78.77,3.9855442e-05,20445.29896
Spain,Europe,2002,79.78,4.0152517000000005e-05,24835.47166
Spain,Europe,2007,80.941,4.0448191e-05,28821.0637
Sri Lanka,Asia,1952,57.593,7.982342e-06,1083.53203
Sri Lanka,Asia,1957,61.456,9.128546e-06,1072.546602
Sri Lanka,Asia,1962,62.192,1.0421936000000001e-05,1074.47196
Sri Lanka,Asia,1967,64.266,1.1737396000000001e-05,1135.514326
Sri Lanka,Asia,1972,65.042,1.3016733e-05,1213.39553
Sri Lanka,Asia,1977,65.949,1.4116835999999999e-05,1348.775651
Sri Lanka,Asia,1982,68.757,1.5410151e-05,1648.079789
Sri Lanka,Asia,1987,69.011,1.6495304000000002e-05,1876.766827
Sri Lanka,Asia,1992,70.379,1.758706e-05,2153.739222
Sri Lanka,Asia,1997,70.457,1.8698654999999998e-05,2664.477257
Sri Lanka,Asia,2002,70.815,1.9576783e-05,3015.378833
Sri Lanka,Asia,2007,72.396,2.0378239e-05,3970.095407
Sudan,Africa,1952,38.635,8.504667e-06,1615.991129
Sudan,Africa,1957,39.624,9.753392e-06,1770.337074
Sudan,Africa,1962,40.87,1.1183227e-05,1959.593767
Sudan,Africa,1967,42.858,1.2716129000000001e-05,1687.997641
Sudan,Africa,1972,45.083,1.4597019e-05,1659.652775
Sudan,Africa,1977,47.8,1.7104986e-05,2202.988423
Sudan,Africa,1982,50.338,2.0367052999999998e-05,1895.544073
Sudan,Africa,1987,51.744,2.472596e-05,1507.819159
Sudan,Africa,1992,53.556,2.8227588e-05,1492.197043
Sudan,Africa,1997,55.373,3.2160729000000005e-05,1632.210764
Sudan,Africa,2002,56.369,3.7090297999999994e-05,1993.398314
Sudan,Africa,2007,58.556,4.2292929e-05,2602.394995
Swaziland,Africa,1952,41.407,2.9024299999999996e-07,1148.376626
Swaziland,Africa,1957,43.424,3.26741e-07,1244.708364
Swaziland,Africa,1962,44.992,3.70006e-07,1856.182125
Swaziland,Africa,1967,46.633,4.2069e-07,2613.101665
Swaziland,Africa,1972,49.552,4.80105e-07,3364.836625
Swaziland,Africa,1977,52.537,5.514250000000001e-07,3781.410618
Swaziland,Africa,1982,55.561,6.499009999999999e-07,3895.384018
Swaziland,Africa,1987,57.678,7.79348e-07,3984.839812
Swaziland,Africa,1992,58.474,9.62344e-07,3553.0224
Swaziland,Africa,1997,54.289,1.054486e-06,3876.76846
Swaziland,Africa,2002,43.869,1.130269e-06,4128.116943
Swaziland,Africa,2007,39.613,1.133066e-06,4513.480643
Sweden,Europe,1952,71.86,7.124672999999999e-06,8527.844662
Sweden,Europe,1957,72.49,7.363801999999999e-06,9911.878226
Sweden,Europe,1962,73.37,7.561588e-06,12329.44192
Sweden,Europe,1967,74.16,7.867931e-06,15258.29697
Sweden,Europe,1972,74.72,8.122293000000001e-06,17832.02464
Sweden,Europe,1977,75.44,8.251647999999999e-06,18855.72521
Sweden,Europe,1982,76.42,8.32526e-06,20667.38125
Sweden,Europe,1987,77.19,8.421403e-06,23586.92927
Sweden,Europe,1992,78.16,8.718867e-06,23880.01683
Sweden,Europe,1997,79.39,8.897619000000001e-06,25266.59499
Sweden,Europe,2002,80.04,8.954175e-06,29341.63093
Sweden,Europe,2007,80.884,9.031088000000001e-06,33859.74835
Switzerland,Europe,1952,69.62,4.8150000000000005e-06,14734.23275
Switzerland,Europe,1957,70.56,5.1260000000000006e-06,17909.48973
Switzerland,Europe,1962,71.32,5.6660000000000005e-06,20431.0927
Switzerland,Europe,1967,72.77,6.062999999999999e-06,22966.14432
Switzerland,Europe,1972,73.78,6.401399999999999e-06,27195.11304
Switzerland,Europe,1977,75.39,6.316423999999999e-06,26982.29052
Switzerland,Europe,1982,76.21,6.468125999999999e-06,28397.71512
Switzerland,Europe,1987,77.41,6.649942e-06,30281.70459
Switzerland,Europe,1992,78.03,6.995447e-06,31871.5303
Switzerland,Europe,1997,79.37,7.1937610000000005e-06,32135.32301
Switzerland,Europe,2002,80.62,7.361757e-06,34480.95771
Switzerland,Europe,2007,81.701,7.554661000000001e-06,37506.41907
Syria,Asia,1952,45.883,3.661549e-06,1643.485354
Syria,Asia,1957,48.284,4.149908e-06,2117.234893
Syria,Asia,1962,50.305,4.834621e-06,2193.037133
Syria,Asia,1967,53.655,5.680812e-06,1881.923632
Syria,Asia,1972,57.296,6.7011719999999995e-06,2571.423014
Syria,Asia,1977,61.195,7.932502999999999e-06,3195.484582
Syria,Asia,1982,64.59,9.410494e-06,3761.837715
Syria,Asia,1987,66.974,1.1242846999999999e-05,3116.774285
Syria,Asia,1992,69.249,1.3219062e-05,3340.542768
Syria,Asia,1997,71.527,1.5081016e-05,4014.238972
Syria,Asia,2002,73.053,1.7155814e-05,4090.925331
Syria,Asia,2007,74.143,1.9314747000000002e-05,4184.548089
Taiwan,Asia,1952,58.5,8.550362e-06,1206.947913
Taiwan,Asia,1957,62.4,1.0164215000000001e-05,1507.86129
Taiwan,Asia,1962,65.2,1.1918938000000001e-05,1822.879028
Taiwan,Asia,1967,67.5,1.3648692e-05,2643.858681
Taiwan,Asia,1972,69.39,1.5226039e-05,4062.523897
Taiwan,Asia,1977,70.59,1.6785196e-05,5596.519826
Taiwan,Asia,1982,72.16,1.850139e-05,7426.354774
Taiwan,Asia,1987,73.4,1.9757799e-05,11054.56175
Taiwan,Asia,1992,74.26,2.0686918e-05,15215.6579
Taiwan,Asia,1997,75.25,2.1628605000000002e-05,20206.82098
Taiwan,Asia,2002,76.99,2.2454239000000003e-05,23235.42329
Taiwan,Asia,2007,78.4,2.3174294e-05,28718.27684
Tanzania,Africa,1952,41.215,8.322925e-06,716.6500721
Tanzania,Africa,1957,42.974,9.452826e-06,698.5356073
Tanzania,Africa,1962,44.246,1.0863958e-05,722.0038073
Tanzania,Africa,1967,45.757,1.2607312e-05,848.2186575
Tanzania,Africa,1972,47.62,1.4706593e-05,915.9850592
Tanzania,Africa,1977,49.919,1.7129565e-05,962.4922932
Tanzania,Africa,1982,50.608,1.9844382e-05,874.2426069
Tanzania,Africa,1987,51.535,2.304063e-05,831.8220794
Tanzania,Africa,1992,50.44,2.6605473e-05,825.682454
Tanzania,Africa,1997,48.466,3.0686889e-05,789.1862231
Tanzania,Africa,2002,49.651,3.4593778999999997e-05,899.0742111
Tanzania,Africa,2007,52.517,3.813964e-05,1107.482182
Thailand,Asia,1952,50.848,2.1289402e-05,757.7974177
Thailand,Asia,1957,53.63,2.5041917e-05,793.5774148
Thailand,Asia,1962,56.061,2.9263397e-05,1002.199172
Thailand,Asia,1967,58.285,3.4024249e-05,1295.46066
Thailand,Asia,1972,60.405,3.9276153e-05,1524.358936
Thailand,Asia,1977,62.494,4.4148285000000005e-05,1961.224635
Thailand,Asia,1982,64.597,4.8827159999999996e-05,2393.219781
Thailand,Asia,1987,66.084,5.2910342e-05,2982.653773
Thailand,Asia,1992,67.298,5.6667095000000005e-05,4616.896545
Thailand,Asia,1997,67.521,6.0216677e-05,5852.625497
Thailand,Asia,2002,68.564,6.2806748e-05,5913.187529
Thailand,Asia,2007,70.616,6.506814900000001e-05,7458.396327
Togo,Africa,1952,38.596,1.2191129999999998e-06,859.8086567
Togo,Africa,1957,41.208,1.357445e-06,925.9083202
Togo,Africa,1962,43.922,1.528098e-06,1067.53481
Togo,Africa,1967,46.769,1.7355499999999998e-06,1477.59676
Togo,Africa,1972,49.759,2.0563509999999996e-06,1649.660188
Togo,Africa,1977,52.887,2.3085819999999997e-06,1532.776998
Togo,Africa,1982,55.471,2.644765e-06,1344.577953
Togo,Africa,1987,56.941,3.154264e-06,1202.201361
Togo,Africa,1992,58.061,3.747553e-06,1034.298904
Togo,Africa,1997,58.39,4.3208900000000006e-06,982.2869243
Togo,Africa,2002,57.561,4.977378e-06,886.2205765
Togo,Africa,2007,58.42,5.701579e-06,882.9699438
Trinidad and Tobago,Americas,1952,59.1,6.6285e-07,3023.271928
Trinidad and Tobago,Americas,1957,61.8,7.649e-07,4100.3934
Trinidad and Tobago,Americas,1962,64.9,8.87498e-07,4997.523971
Trinidad and Tobago,Americas,1967,65.4,9.60155e-07,5621.368472
Trinidad and Tobago,Americas,1972,65.9,9.75199e-07,6619.551419
Trinidad and Tobago,Americas,1977,68.3,1.0390090000000002e-06,7899.554209
Trinidad and Tobago,Americas,1982,68.832,1.116479e-06,9119.528607
Trinidad and Tobago,Americas,1987,69.582,1.1913359999999999e-06,7388.597823
Trinidad and Tobago,Americas,1992,69.862,1.183669e-06,7370.990932
Trinidad and Tobago,Americas,1997,69.465,1.138101e-06,8792.573126
Trinidad and Tobago,Americas,2002,68.976,1.101832e-06,11460.60023
Trinidad and Tobago,Americas,2007,69.819,1.056608e-06,18008.50924
Tunisia,Africa,1952,44.6,3.647735e-06,1468.475631
Tunisia,Africa,1957,47.1,3.950849e-06,1395.232468
Tunisia,Africa,1962,49.579,4.286552e-06,1660.30321
Tunisia,Africa,1967,52.053,4.786986e-06,1932.360167
Tunisia,Africa,1972,55.602,5.303507e-06,2753.285994
Tunisia,Africa,1977,59.837,6.005061e-06,3120.876811
Tunisia,Africa,1982,64.048,6.734098e-06,3560.233174
Tunisia,Africa,1987,66.894,7.724975999999999e-06,3810.419296
Tunisia,Africa,1992,70.001,8.523077e-06,4332.720164
Tunisia,Africa,1997,71.973,9.231669e-06,4876.798614
Tunisia,Africa,2002,73.042,9.770575e-06,5722.895655
Tunisia,Africa,2007,73.923,1.0276158e-05,7092.923025
Turkey,Europe,1952,43.585,2.2235676999999998e-05,1969.10098
Turkey,Europe,1957,48.079,2.5670939000000002e-05,2218.754257
Turkey,Europe,1962,52.098,2.9788695e-05,2322.869908
Turkey,Europe,1967,54.336,3.3411316999999996e-05,2826.356387
Turkey,Europe,1972,57.005,3.7492953e-05,3450.69638
Turkey,Europe,1977,59.507,4.2404033e-05,4269.122326
Turkey,Europe,1982,61.036,4.7328791e-05,4241.356344
Turkey,Europe,1987,63.108,5.2881328e-05,5089.043686
Turkey,Europe,1992,66.146,5.8179144e-05,5678.348271
Turkey,Europe,1997,68.835,6.3047647e-05,6601.429915
Turkey,Europe,2002,70.845,6.730892799999999e-05,6508.085718
Turkey,Europe,2007,71.777,7.1158647e-05,8458.276384
Uganda,Africa,1952,39.978,5.824797e-06,734.753484
Uganda,Africa,1957,42.571,6.675501e-06,774.3710692
Uganda,Africa,1962,45.344,7.688797e-06,767.2717398
Uganda,Africa,1967,48.051,8.900294e-06,908.9185217
Uganda,Africa,1972,51.016,1.0190284999999999e-05,950.735869
Uganda,Africa,1977,50.35,1.1457758e-05,843.7331372
Uganda,Africa,1982,49.849,1.2939399999999998e-05,682.2662268
Uganda,Africa,1987,51.509,1.528305e-05,617.7244065
Uganda,Africa,1992,48.825,1.825219e-05,644.1707969
Uganda,Africa,1997,44.578,2.1210254e-05,816.559081
Uganda,Africa,2002,47.813,2.4739869e-05,927.7210018
Uganda,Africa,2007,51.542,2.9170398e-05,1056.380121
United Kingdom,Europe,1952,69.18,5.0429999999999997e-05,9979.508487
United Kingdom,Europe,1957,70.42,5.143e-05,11283.17795
United Kingdom,Europe,1962,70.76,5.3292000000000004e-05,12477.17707
United Kingdom,Europe,1967,71.36,5.4959e-05,14142.85089
United Kingdom,Europe,1972,72.01,5.6079e-05,15895.11641
United Kingdom,Europe,1977,72.76,5.6179000000000005e-05,17428.74846
United Kingdom,Europe,1982,74.04,5.6339703999999996e-05,18232.42452
United Kingdom,Europe,1987,75.007,5.698162e-05,21664.78767
United Kingdom,Europe,1992,76.42,5.7866349e-05,22705.09254
United Kingdom,Europe,1997,77.218,5.8808266000000004e-05,26074.53136
United Kingdom,Europe,2002,78.471,5.9912431e-05,29478.99919
United Kingdom,Europe,2007,79.425,6.0776238e-05,33203.26128
United States,Americas,1952,68.44,0.000157553,13990.48208
United States,Americas,1957,69.49,0.000171984,14847.12712
United States,Americas,1962,70.21,0.000186538,16173.14586
United States,Americas,1967,70.76,0.00019871199999999998,19530.36557
United States,Americas,1972,71.34,0.000209896,21806.03594
United States,Americas,1977,73.38,0.000220239,24072.63213
United States,Americas,1982,74.65,0.00023218783500000002,25009.55914
United States,Americas,1987,75.02,0.000242803533,29884.35041
United States,Americas,1992,76.09,0.000256894189,32003.93224
United States,Americas,1997,76.81,0.00027291176000000003,35767.43303
United States,Americas,2002,77.31,0.000287675526,39097.09955
United States,Americas,2007,78.242,0.00030113994700000003,42951.65309
Uruguay,Americas,1952,66.071,2.252965e-06,5716.766744
Uruguay,Americas,1957,67.044,2.424959e-06,6150.772969
Uruguay,Americas,1962,68.253,2.598466e-06,5603.357717
Uruguay,Americas,1967,68.468,2.748579e-06,5444.61962
Uruguay,Americas,1972,68.673,2.829526e-06,5703.408898
Uruguay,Americas,1977,69.481,2.8735200000000002e-06,6504.339663
Uruguay,Americas,1982,70.805,2.953997e-06,6920.223051
Uruguay,Americas,1987,71.918,3.045153e-06,7452.398969
Uruguay,Americas,1992,72.752,3.149262e-06,8137.004775
Uruguay,Americas,1997,74.223,3.262838e-06,9230.240708
Uruguay,Americas,2002,75.307,3.363085e-06,7727.002004
Uruguay,Americas,2007,76.384,3.447496e-06,10611.46299
Venezuela,Americas,1952,55.088,5.439568e-06,7689.799761
Venezuela,Americas,1957,57.907,6.702668e-06,9802.466526
Venezuela,Americas,1962,60.77,8.143375e-06,8422.974165
Venezuela,Americas,1967,63.479,9.709552e-06,9541.474188
Venezuela,Americas,1972,65.712,1.1515649e-05,10505.25966
Venezuela,Americas,1977,67.456,1.3503563e-05,13143.95095
Venezuela,Americas,1982,68.557,1.5620765999999998e-05,11152.41011
Venezuela,Americas,1987,70.19,1.7910181999999997e-05,9883.584648
Venezuela,Americas,1992,71.15,2.0265563e-05,10733.92631
Venezuela,Americas,1997,72.146,2.2374397999999998e-05,10165.49518
Venezuela,Americas,2002,72.766,2.428767e-05,8605.047831
Venezuela,Americas,2007,73.747,2.6084662e-05,11415.80569
Vietnam,Asia,1952,40.412,2.6246839e-05,605.0664917
Vietnam,Asia,1957,42.887,2.8998543e-05,676.2854478
Vietnam,Asia,1962,45.363,3.379614e-05,772.0491602
Vietnam,Asia,1967,47.838,3.946391e-05,637.1232887
Vietnam,Asia,1972,50.254,4.4655014000000004e-05,699.5016441
Vietnam,Asia,1977,55.764,5.0533506e-05,713.5371196
Vietnam,Asia,1982,58.816,5.6142181e-05,707.2357863
Vietnam,Asia,1987,62.82,6.2826491e-05,820.7994449
Vietnam,Asia,1992,67.662,6.994072799999999e-05,989.0231487
Vietnam,Asia,1997,70.672,7.6048996e-05,1385.896769
Vietnam,Asia,2002,73.017,8.0908147e-05,1764.456677
Vietnam,Asia,2007,74.249,8.5262356e-05,2441.576404
West Bank and Gaza,Asia,1952,43.16,1.0305850000000001e-06,1515.592329
West Bank and Gaza,Asia,1957,45.671,1.070439e-06,1827.067742
West Bank and Gaza,Asia,1962,48.127,1.133134e-06,2198.956312
West Bank and Gaza,Asia,1967,51.631,1.142636e-06,2649.715007
West Bank and Gaza,Asia,1972,56.532,1.089572e-06,3133.409277
West Bank and Gaza,Asia,1977,60.765,1.261091e-06,3682.831494
West Bank and Gaza,Asia,1982,64.406,1.425876e-06,4336.032082
West Bank and Gaza,Asia,1987,67.046,1.69121e-06,5107.197384
West Bank and Gaza,Asia,1992,69.718,2.1047790000000002e-06,6017.654756
West Bank and Gaza,Asia,1997,71.096,2.8260459999999997e-06,7110.667619
West Bank and Gaza,Asia,2002,72.37,3.3895780000000004e-06,4515.487575
West Bank and Gaza,Asia,2007,73.422,4.018332e-06,3025.349798
"Yemen, Rep.",Asia,1952,32.548,4.963829e-06,781.7175761
"Yemen, Rep.",Asia,1957,33.97,5.49809e-06,804.8304547
"Yemen, Rep.",Asia,1962,35.18,6.120081e-06,825.6232006
"Yemen, Rep.",Asia,1967,36.984,6.740785e-06,862.4421463
"Yemen, Rep.",Asia,1972,39.848,7.407075e-06,1265.047031
"Yemen, Rep.",Asia,1977,44.175,8.40399e-06,1829.765177
"Yemen, Rep.",Asia,1982,49.113,9.657618e-06,1977.55701
"Yemen, Rep.",Asia,1987,52.922,1.121934e-05,1971.741538
"Yemen, Rep.",Asia,1992,55.599,1.3367997000000002e-05,1879.496673
"Yemen, Rep.",Asia,1997,58.02,1.5826497e-05,2117.484526
"Yemen, Rep.",Asia,2002,60.308,1.8701257e-05,2234.820827
"Yemen, Rep.",Asia,2007,62.698,2.2211742999999997e-05,2280.769906
Zambia,Africa,1952,42.038,2.672e-06,1147.388831
Zambia,Africa,1957,44.077,3.016e-06,1311.956766
Zambia,Africa,1962,46.023,3.421e-06,1452.725766
Zambia,Africa,1967,47.768,3.9e-06,1777.077318
Zambia,Africa,1972,50.107,4.506497e-06,1773.498265
Zambia,Africa,1977,51.386,5.21655e-06,1588.688299
Zambia,Africa,1982,51.821,6.100407e-06,1408.678565
Zambia,Africa,1987,50.821,7.272406e-06,1213.315116
Zambia,Africa,1992,46.1,8.381163e-06,1210.884633
Zambia,Africa,1997,40.238,9.417789000000001e-06,1071.353818
Zambia,Africa,2002,39.193,1.0595811e-05,1071.613938
Zambia,Africa,2007,42.384,1.1746035e-05,1271.211593
Zimbabwe,Africa,1952,48.451,3.080907e-06,406.8841148
Zimbabwe,Africa,1957,50.469,3.64634e-06,518.7642681
Zimbabwe,Africa,1962,52.358,4.277736e-06,527.2721818
Zimbabwe,Africa,1967,53.995,4.995432e-06,569.7950712
Zimbabwe,Africa,1972,55.635,5.861135e-06,799.3621758
Zimbabwe,Africa,1977,57.674,6.642107e-06,685.5876821
Zimbabwe,Africa,1982,60.363,7.636524e-06,788.8550411
Zimbabwe,Africa,1987,62.351,9.216418000000001e-06,706.1573059
Zimbabwe,Africa,1992,60.377,1.070434e-05,693.4207856
Zimbabwe,Africa,1997,46.809,1.1404948e-05,792.4499603
Zimbabwe,Africa,2002,39.989,1.1926562999999999e-05,672.0386227
Zimbabwe,Africa,2007,43.487,1.2311142999999999e-05,469.7092981
